 Morbidade Hospitalar do SUS - por local de residência - Brasil;;;;;;;;;;;;;;;;
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município;;;;;;;;;;;;;;;;
Período:Abr/2020;;;;;;;;;;;;;;;;
Município;Internações;AIH_aprovadas;Valor_total;Valor_serviços_hospitalares;Val_serv_hosp_-_compl_federal;Val_serv_hosp_-_compl_gestor;Valor_serviços_profissionais;Val_serv_prof_-_compl_federal;Val_serv_prof_-_compl_gestor;Valor_médio_AIH;Valor_médio_intern;Dias_permanência;Média_permanência;Óbitos;Taxa_mortalidade;Data
241160 São Bento do Norte;14;14;23380,78;17420,56;-;-;5960,22;-;-;1670,06;1670,06;57;4,1;-;-;
241170 São Bento do Trairí;21;21;12270,71;8262,93;-;-;4007,78;-;-;584,32;584,32;59;2,8;-;-;
241180 São Fernando;11;11;6679,1;4919,67;-;-;1759,43;-;-;607,19;607,19;48;4,4;-;-;
241190 São Francisco do Oeste;10;10;15928,44;12649,91;-;-;3278,53;-;-;1592,84;1592,84;25;2,5;1;10;
241200 São Gonçalo do Amarante;563;566;655500,36;520630,24;-;-;134870,12;-;-;1158,13;1164,3;3141;5,6;14;2,49;
241210 São João do Sabugi;19;19;21217,68;17180,32;-;-;4037,36;-;-;1116,72;1116,72;72;3,8;1;5,26;
241220 São José de Mipibu;162;164;299060,2;231360,88;-;-;67699,32;-;-;1823,54;1846,05;847;5,2;4;2,47;
241230 São José do Campestre;35;35;56585,83;42951,69;-;-;13634,14;-;-;1616,74;1616,74;173;4,9;1;2,86;
241240 São José do Seridó;11;11;7050,8;4999,87;-;-;2050,93;-;-;640,98;640,98;26;2,4;1;9,09;
241250 São Miguel;57;58;92851,42;76285,28;-;-;16566,14;-;-;1600,89;1628,97;339;5,9;2;3,51;
241255 São Miguel do Gostoso;38;38;72785,96;58149,71;-;-;14636,25;-;-;1915,42;1915,42;315;8,3;1;2,63;
241260 São Paulo do Potengi;61;62;103227,6;80656,25;-;1009,42;21046,3;1009,42;515,63;1664,96;1692,26;324;5,3;1;1,64;
241270 São Pedro;28;28;22071,13;15144,49;-;1006,89;5475,75;1006,89;444;788,25;788,25;79;2,8;4;14,29;
241280 São Rafael;44;44;47777,49;36485,28;-;-;11292,21;-;-;1085,85;1085,85;169;3,8;9;20,45;
241290 São Tomé;31;31;58444,92;47347,33;-;-;11097,59;-;-;1885,32;1885,32;133;4,3;1;3,23;
241300 São Vicente;21;21;21012,97;15553,76;-;-;5459,21;-;-;1000,62;1000,62;110;5,2;-;-;
241310 Senador Elói de Souza;29;29;31146,54;22946,19;-;-;8200,35;-;-;1074,02;1074,02;123;4,2;1;3,45;
241320 Senador Georgino Avelino;20;21;69406,79;57998,92;-;-;11407,87;-;-;3305,09;3470,34;145;7,3;1;5;
241030 Serra Caiada;42;42;87696,51;71037,63;-;-;16658,88;-;-;2088,01;2088,01;279;6,6;3;7,14;
241330 Serra de São Bento;23;23;37615,29;29941,64;-;-;7673,65;-;-;1635,45;1635,45;97;4,2;-;-;
241335 Serra do Mel;28;28;31964,09;24102,62;-;-;7861,47;-;-;1141,57;1141,57;144;5,1;3;10,71;
241340 Serra Negra do Norte;72;72;64801,73;44395,39;-;-;20406,34;-;-;900,02;900,02;134;1,9;1;1,39;
241350 Serrinha;20;20;26343,34;19432,16;-;-;6911,18;-;-;1317,17;1317,17;73;3,7;-;-;
241355 Serrinha dos Pintos;19;19;12555,44;9194,57;-;-;3360,87;-;-;660,81;660,81;67;3,5;-;-;
241360 Severiano Melo;23;23;34464,53;26339,73;-;-;8124,8;-;-;1498,46;1498,46;97;4,2;-;-;
241370 Sítio Novo;26;26;25258,46;18655,84;-;-;6602,62;-;-;971,48;971,48;92;3,5;-;-;
241380 Taboleiro Grande;6;6;3502,8;2789,26;-;-;713,54;-;-;583,8;583,8;28;4,7;-;-;
241390 Taipu;44;45;43911,73;33297,78;-;-;10613,95;-;-;975,82;997,99;193;4,4;2;4,55;
241400 Tangará;57;57;100639,93;80448,6;-;-;20191,33;-;-;1765,61;1765,61;289;5,1;1;1,75;
241410 Tenente Ananias;54;55;43071,65;34959,78;-;-;8111,87;-;-;783,12;797,62;193;3,6;-;-;
241415 Tenente Laurentino Cruz;24;24;18876,31;13501,1;-;-;5375,21;-;-;786,51;786,51;127;5,3;1;4,17;
241105 Tibau;21;22;26133,28;20543,16;-;-;5590,12;-;-;1187,88;1244,44;111;5,3;1;4,76;
241420 Tibau do Sul;33;33;33445,21;24989,48;-;-;8455,73;-;-;1013,49;1013,49;184;5,6;1;3,03;
241430 Timbaúba dos Batistas;13;13;9523,75;7015,49;-;-;2508,26;-;-;732,6;732,6;28;2,2;-;-;
241440 Touros;109;111;155820,8;123221,98;-;-;32598,82;-;-;1403,79;1429,55;785;7,2;5;4,59;
241445 Triunfo Potiguar;10;10;20853,82;14140,57;-;-;6713,25;-;-;2085,38;2085,38;52;5,2;-;-;
241450 Umarizal;26;26;48827,97;38657,31;-;-;10170,66;-;-;1878;1878;151;5,8;-;-;
241460 Upanema;39;39;59408,52;43972,05;-;-;15436,47;-;-;1523,3;1523,3;243;6,2;4;10,26;
241470 Várzea;16;16;43841,12;36180,21;-;-;7660,91;-;-;2740,07;2740,07;88;5,5;1;6,25;
241475 Venha-Ver;14;14;16433,85;12488,63;-;-;3945,22;-;-;1173,85;1173,85;34;2,4;2;14,29;
241480 Vera Cruz;50;50;101231,78;81595,53;-;-;19636,25;-;-;2024,64;2024,64;272;5,4;1;2;
241490 Viçosa;7;7;21716,82;15715,52;-;-;6001,3;-;-;3102,4;3102,4;38;5,4;-;-;
241500 Vila Flor;10;10;7771,73;5159,89;-;-;2611,84;-;-;777,17;777,17;58;5,8;-;-;
250010 Água Branca;14;16;25860,17;20200,08;-;-;5660,09;-;-;1616,26;1847,15;54;3,9;1;7,14;
250020 Aguiar;6;6;6957,3;5627,79;-;-;1329,51;-;-;1159,55;1159,55;64;10,7;-;-;
250030 Alagoa Grande;57;61;131428,93;102736,21;-;-;28692,72;-;-;2154,57;2305,77;406;7,1;3;5,26;
250040 Alagoa Nova;63;66;69713,98;52292,14;-;-;17421,84;-;-;1056,27;1106,57;409;6,5;3;4,76;
250050 Alagoinha;33;33;35226,56;25731,71;-;-;9494,85;-;-;1067,47;1067,47;151;4,6;-;-;
250053 Alcantil;16;16;31705,91;23317,29;-;-;8388,62;-;-;1981,62;1981,62;84;5,3;2;12,5;
250057 Algodão de Jandaíra;3;3;3402,38;2593,25;-;-;809,13;-;-;1134,13;1134,13;12;4;1;33,33;
250060 Alhandra;81;82;148577,35;114466,58;-;-;34110,77;-;-;1811,92;1834,29;601;7,4;3;3,7;
250073 Amparo;9;9;4372,38;3362,27;-;-;1010,11;-;-;485,82;485,82;22;2,4;-;-;
250077 Aparecida;12;12;11316,36;9234,28;-;-;2082,08;-;-;943,03;943,03;61;5,1;2;16,67;
250080 Araçagi;54;55;59477,33;44236,99;-;-;15240,34;-;-;1081,41;1101,43;239;4,4;5;9,26;
250090 Arara;28;30;49177,81;40845,53;-;-;8332,28;-;-;1639,26;1756,35;177;6,3;3;10,71;
250100 Araruna;42;42;46999,5;36026,57;-;-;10972,93;-;-;1119,04;1119,04;183;4,4;2;4,76;
250110 Areia;78;80;65805,07;44908,61;-;-;20896,46;-;-;822,56;843,65;413;5,3;2;2,56;
250115 Areia de Baraúnas;11;11;17142,7;14199,47;-;-;2943,23;-;-;1558,43;1558,43;59;5,4;-;-;
250120 Areial;27;27;51428,07;40812,6;-;-;10615,47;-;-;1904,74;1904,74;123;4,6;1;3,7;
250130 Aroeiras;55;56;72032,72;53783,25;-;-;18249,47;-;-;1286,3;1309,69;259;4,7;2;3,64;
250135 Assunção;11;12;33089,06;27987,6;-;-;5101,46;-;-;2757,42;3008,1;138;12,5;3;27,27;
250140 Baía da Traição;32;32;52642,38;42519,56;-;-;10122,82;-;-;1645,07;1645,07;108;3,4;1;3,13;
250150 Bananeiras;60;61;91748,2;71601,87;-;-;20146,33;-;-;1504,07;1529,14;269;4,5;1;1,67;
250153 Baraúna;9;9;66779,4;62067,59;-;-;4711,81;-;-;7419,93;7419,93;49;5,4;1;11,11;
250160 Barra de Santa Rosa;29;31;69149,74;55404,03;-;-;13745,71;-;-;2230,64;2384,47;211;7,3;1;3,45;
250157 Barra de Santana;33;34;39669,71;31504,61;-;-;8165,1;-;-;1166,76;1202,11;185;5,6;3;9,09;
250170 Barra de São Miguel;16;17;17148,57;13389,09;-;-;3759,48;-;-;1008,74;1071,79;79;4,9;1;6,25;
250180 Bayeux;291;296;427412,03;337286,57;-;-;90125,46;-;-;1443,96;1468,77;1715;5,9;20;6,87;
250190 Belém;42;42;35661,93;26895,9;-;-;8766,03;-;-;849,09;849,09;169;4;3;7,14;
250200 Belém do Brejo do Cruz;11;11;14202,6;10247,2;-;-;3955,4;-;-;1291,15;1291,15;30;2,7;-;-;
250205 Bernardino Batista;17;17;8670,48;6365,06;-;-;2305,42;-;-;510,03;510,03;69;4,1;-;-;
250210 Boa Ventura;9;9;22576,35;20585,1;-;-;1991,25;-;-;2508,48;2508,48;56;6,2;1;11,11;
250215 Boa Vista;18;18;12420,01;8779,47;-;-;3640,54;-;-;690;690;116;6,4;1;5,56;
250220 Bom Jesus;11;11;21112,71;18157,61;-;-;2955,1;-;-;1919,34;1919,34;108;9,8;2;18,18;
250230 Bom Sucesso;13;13;5190,1;4190,77;-;-;999,33;-;-;399,24;399,24;39;3;-;-;
250240 Bonito de Santa Fé;31;31;30640,03;23632,22;-;-;7007,81;-;-;988,39;988,39;161;5,2;2;6,45;
250250 Boqueirão;46;48;74994,43;64111,05;-;-;10883,38;-;-;1562,38;1630,31;244;5,3;1;2,17;
250270 Borborema;14;14;16526,66;12447,95;-;-;4078,71;-;-;1180,48;1180,48;39;2,8;-;-;
250280 Brejo do Cruz;40;40;60163,36;54226,47;-;-;5936,89;-;-;1504,08;1504,08;158;4;1;2,5;
250290 Brejo dos Santos;91;91;62501,58;46883,05;-;-;15618,53;-;-;686,83;686,83;313;3,4;-;-;
250300 Caaporã;72;73;123434,63;102026,09;-;-;21408,54;-;-;1690,89;1714,37;476;6,6;7;9,72;
250310 Cabaceiras;17;17;12225,71;9572,02;-;-;2653,69;-;-;719,16;719,16;86;5,1;1;5,88;
250320 Cabedelo;184;187;252715,46;202194,61;-;-;50520,85;-;-;1351,42;1373,45;1117;6,1;18;9,78;
250330 Cachoeira dos Índios;32;32;23145,79;16440,56;-;-;6705,23;-;-;723,31;723,31;120;3,8;1;3,13;
250340 Cacimba de Areia;4;4;5979,2;4423,72;-;-;1555,48;-;-;1494,8;1494,8;8;2;-;-;
250350 Cacimba de Dentro;45;45;57172,73;40507,02;-;-;16665,71;-;-;1270,51;1270,51;296;6,6;4;8,89;
250355 Cacimbas;22;22;13486,13;8947,06;-;-;4539,07;-;-;613,01;613,01;73;3,3;-;-;
250360 Caiçara;18;19;26647,01;20841,56;-;-;5805,45;-;-;1402,47;1480,39;77;4,3;2;11,11;
250370 Cajazeiras;242;245;253403,73;202178,49;-;-;51225,24;-;-;1034,3;1047,12;1462;6;17;7,02;
250375 Cajazeirinhas;14;14;6929,76;4976,07;-;-;1953,69;-;-;494,98;494,98;46;3,3;1;7,14;
250380 Caldas Brandão;15;15;39858,64;28357,74;-;-;11500,9;-;-;2657,24;2657,24;76;5,1;-;-;
250390 Camalaú;17;17;19815,91;15974,15;-;-;3841,76;-;-;1165,64;1165,64;59;3,5;-;-;
250400 Campina Grande;1350;1422;1978732,68;1537146,33;-;-;441586,35;-;-;1391,51;1465,73;9180;6,8;84;6,22;
250403 Capim;21;21;27324,81;20544,73;-;-;6780,08;-;-;1301,18;1301,18;105;5;3;14,29;
250407 Caraúbas;11;11;6468,47;4576,21;-;-;1892,26;-;-;588,04;588,04;32;2,9;-;-;
250415 Casserengue;20;21;10120;8102,07;-;-;2017,93;-;-;481,9;506;95;4,8;-;-;
250420 Catingueira;8;8;4791,02;3644,74;-;-;1146,28;-;-;598,88;598,88;37;4,6;-;-;
250430 Catolé do Rocha;85;85;54600,95;40801,24;-;-;13799,71;-;-;642,36;642,36;318;3,7;5;5,88;
250435 Caturité;17;17;20576,78;14520,72;-;-;6056,06;-;-;1210,4;1210,4;64;3,8;1;5,88;
250440 Conceição;36;37;30792,67;24857,28;-;-;5935,39;-;-;832,23;855,35;167;4,6;1;2,78;
250450 Condado;16;19;18441,45;14113,88;-;298,55;3882,06;298,55;146,96;970,6;1152,59;163;10,2;1;6,25;
250460 Conde;93;98;126171,21;96931,19;-;-;29240,02;-;-;1287,46;1356,68;485;5,2;3;3,23;
250470 Congo;20;20;38770,45;31904,79;-;-;6865,66;-;-;1938,52;1938,52;133;6,7;2;10;
250480 Coremas;45;45;27258,22;21359,49;-;-;5898,73;-;-;605,74;605,74;162;3,6;2;4,44;
250485 Coxixola;6;6;28992,03;22375,26;-;-;6616,77;-;-;4832,01;4832,01;22;3,7;1;16,67;
250490 Cruz do Espírito Santo;68;68;127973,54;100879,96;-;-;27093,58;-;-;1881,96;1881,96;461;6,8;4;5,88;
250500 Cubati;12;12;13910,76;10219,85;-;-;3690,91;-;-;1159,23;1159,23;36;3;1;8,33;
250510 Cuité;36;37;35367,78;27414,24;-;-;7953,54;-;-;955,89;982,44;217;6;-;-;
250523 Cuité de Mamanguape;15;16;28659,96;22713,73;-;-;5946,23;-;-;1791,25;1910,66;109;7,3;-;-;
250520 Cuitegi;17;19;23177,4;18638,32;-;-;4539,08;-;-;1219,86;1363,38;146;8,6;1;5,88;
250527 Curral de Cima;21;21;31068,75;24378,05;-;-;6690,7;-;-;1479,46;1479,46;151;7,2;1;4,76;
250530 Curral Velho;2;2;5728,06;4898,63;-;-;829,43;-;-;2864,03;2864,03;17;8,5;-;-;
250535 Damião;9;9;14151,72;10793,38;-;-;3358,34;-;-;1572,41;1572,41;22;2,4;-;-;
250540 Desterro;25;26;36671,17;25921,06;-;-;10750,11;-;-;1410,43;1466,85;88;3,5;-;-;
250560 Diamante;4;4;12496,32;9751,7;-;-;2744,62;-;-;3124,08;3124,08;14;3,5;-;-;
250570 Dona Inês;22;22;62630,33;51744,73;-;-;10885,6;-;-;2846,83;2846,83;172;7,8;2;9,09;
250580 Duas Estradas;16;16;7852,51;5238,4;-;-;2614,11;-;-;490,78;490,78;35;2,2;1;6,25;
250590 Emas;1;1;584,65;520,27;-;-;64,38;-;-;584,65;584,65;3;3;-;-;
250600 Esperança;132;134;127029,71;99462,34;-;-;27567,37;-;-;947,98;962,35;626;4,7;11;8,33;
250610 Fagundes;25;26;31516,32;23970,05;-;-;7546,27;-;-;1212,17;1260,65;182;7,3;1;4;
250620 Frei Martinho;6;6;12807,46;8846,88;-;-;3960,58;-;-;2134,58;2134,58;13;2,2;-;-;
250625 Gado Bravo;27;28;37928,05;28485,88;-;-;9442,17;-;-;1354,57;1404,74;180;6,7;-;-;
250630 Guarabira;198;202;308754,64;237958,16;-;-;70796,48;-;-;1528,49;1559,37;956;4,8;8;4,04;
250640 Gurinhém;25;25;53128,09;39287,64;-;-;13840,45;-;-;2125,12;2125,12;276;11;-;-;
250650 Gurjão;8;8;5731,65;4102,34;-;-;1629,31;-;-;716,46;716,46;32;4;-;-;
250660 Ibiara;8;8;4433,38;2967,46;-;-;1465,92;-;-;554,17;554,17;27;3,4;-;-;
250260 Igaracy;3;3;14434,58;12544,69;-;-;1889,89;-;-;4811,53;4811,53;21;7;1;33,33;
250670 Imaculada;29;32;24158,08;17607,72;-;-;6550,36;-;-;754,94;833,04;185;6,4;-;-;
250680 Ingá;50;50;78392,93;61797,52;-;-;16595,41;-;-;1567,86;1567,86;331;6,6;3;6;
250690 Itabaiana;45;45;77236,47;61291,58;-;-;15944,89;-;-;1716,37;1716,37;263;5,8;1;2,22;
250700 Itaporanga;22;22;37025,77;27146,48;-;-;9879,29;-;-;1682,99;1682,99;134;6,1;-;-;
250710 Itapororoca;50;50;180827,27;151124,15;-;-;29703,12;-;-;3616,55;3616,55;409;8,2;5;10;
250720 Itatuba;37;39;53546,45;39213,39;-;-;14333,06;-;-;1372,99;1447,2;253;6,8;1;2,7;
250730 Jacaraú;51;51;71176,9;55326,74;-;-;15850,16;-;-;1395,63;1395,63;225;4,4;5;9,8;
250740 Jericó;30;30;32795,76;26715,66;-;-;6080,1;-;-;1093,19;1093,19;202;6,7;4;13,33;
250750 João Pessoa;2358;2391;4232253,5;3355611,04;-;-;876642,46;-;-;1770,08;1794,85;15486;6,6;130;5,51;
251365 Joca Claudino;8;8;3162,01;2679,33;-;-;482,68;-;-;395,25;395,25;38;4,8;-;-;
250760 Juarez Távora;24;25;28284,39;21170,37;-;-;7114,02;-;-;1131,38;1178,52;94;3,9;1;4,17;
250770 Juazeirinho;51;52;51567,23;39658,29;-;-;11908,94;-;-;991,68;1011,12;198;3,9;3;5,88;
250780 Junco do Seridó;12;12;51573,12;37718,35;-;-;13854,77;-;-;4297,76;4297,76;78;6,5;-;-;
250790 Juripiranga;18;19;28059,54;21288,77;-;-;6770,77;-;-;1476,82;1558,86;117;6,5;1;5,56;
250800 Juru;16;16;10184,42;7391,96;-;-;2792,46;-;-;636,53;636,53;71;4,4;-;-;
250810 Lagoa;19;19;13629,26;11101,88;-;-;2527,38;-;-;717,33;717,33;74;3,9;2;10,53;
250820 Lagoa de Dentro;32;32;32797,13;22741,1;-;-;10056,03;-;-;1024,91;1024,91;112;3,5;1;3,13;
250830 Lagoa Seca;82;85;95309,65;72403,62;-;-;22906,03;-;-;1121,29;1162,31;537;6,5;4;4,88;
250840 Lastro;3;3;3361,27;3036,19;-;-;325,08;-;-;1120,42;1120,42;18;6;1;33,33;
250850 Livramento;25;25;14778,26;10789,43;-;-;3988,83;-;-;591,13;591,13;125;5;2;8;
250855 Logradouro;8;8;4175,46;2562,31;-;-;1613,15;-;-;521,93;521,93;18;2,3;-;-;
250860 Lucena;34;35;63033,07;46007,83;-;-;17025,24;-;-;1800,94;1853,91;148;4,4;-;-;
250870 Mãe d'Água;7;7;8977,79;7020,51;-;-;1957,28;-;-;1282,54;1282,54;19;2,7;-;-;
250880 Malta;19;19;22256,43;17603,46;-;-;4652,97;-;-;1171,39;1171,39;95;5;2;10,53;
250890 Mamanguape;167;167;245016,7;196741,97;-;-;48274,73;-;-;1467,17;1467,17;1028;6,2;23;13,77;
250900 Manaíra;15;15;10158,32;7072,47;-;-;3085,85;-;-;677,22;677,22;36;2,4;-;-;
250905 Marcação;28;28;23120,55;16729,49;-;-;6391,06;-;-;825,73;825,73;107;3,8;2;7,14;
250910 Mari;67;67;103042,39;81885,88;-;-;21156,51;-;-;1537,95;1537,95;381;5,7;3;4,48;
250915 Marizópolis;11;11;22383,38;15776,2;-;-;6607,18;-;-;2034,85;2034,85;65;5,9;1;9,09;
250920 Massaranduba;45;46;65753,17;50910,41;-;-;14842,76;-;-;1429,42;1461,18;238;5,3;2;4,44;
250930 Mataraca;32;33;43412,51;32945,81;-;-;10466,7;-;-;1315,53;1356,64;375;11,7;2;6,25;
250933 Matinhas;7;7;3104,62;1980,39;-;-;1124,23;-;-;443,52;443,52;21;3;-;-;
250937 Mato Grosso;6;6;2804,91;2206,72;-;-;598,19;-;-;467,48;467,48;19;3,2;1;16,67;
250939 Maturéia;20;20;32135,98;23508,7;-;-;8627,28;-;-;1606,8;1606,8;104;5,2;-;-;
250940 Mogeiro;37;37;43248,44;35266,37;-;-;7982,07;-;-;1168,88;1168,88;234;6,3;2;5,41;
250950 Montadas;28;28;85510,03;70693,35;-;-;14816,68;-;-;3053,93;3053,93;278;9,9;1;3,57;
250960 Monte Horebe;20;21;43401,34;36351,07;-;-;7050,27;-;-;2066,73;2170,07;157;7,8;1;5;
250970 Monteiro;76;77;109115,13;85165,01;-;-;23950,12;-;-;1417,08;1435,73;556;7,3;9;11,84;
250980 Mulungu;28;28;26427,54;18510,78;-;-;7916,76;-;-;943,84;943,84;102;3,6;-;-;
250990 Natuba;10;11;17809,3;12313,99;-;-;5495,31;-;-;1619,03;1780,93;54;5,4;-;-;
251000 Nazarezinho;13;13;7486,52;4770,14;-;819,58;1596,64;819,58;300,16;575,89;575,89;38;2,9;1;7,69;
251010 Nova Floresta;14;14;17028,01;13134,7;-;-;3893,31;-;-;1216,29;1216,29;71;5,1;2;14,29;
251020 Nova Olinda;8;8;17513,96;15233,55;-;-;2280,41;-;-;2189,25;2189,25;52;6,5;1;12,5;
251030 Nova Palmeira;15;16;41834,58;36204,14;-;-;5630,44;-;-;2614,66;2788,97;139;9,3;1;6,67;
251040 Olho d'Água;19;19;19389,18;13945,49;-;-;5443,69;-;-;1020,48;1020,48;61;3,2;-;-;
251050 Olivedos;10;10;9976,16;7527,26;-;-;2448,9;-;-;997,62;997,62;73;7,3;-;-;
251060 Ouro Velho;6;6;3925;2755,56;-;-;1169,44;-;-;654,17;654,17;24;4;1;16,67;
251065 Parari;6;6;11771,88;8933,64;-;-;2838,24;-;-;1961,98;1961,98;50;8,3;-;-;
251070 Passagem;7;7;4680,47;3393,34;-;-;1287,13;-;-;668,64;668,64;31;4,4;-;-;
251080 Patos;264;268;298494,72;238611,2;-;-;59883,52;-;-;1113,79;1130,66;1231;4,7;3;1,14;
251090 Paulista;51;51;34709,83;28545,15;-;-;6164,68;-;-;680,58;680,58;289;5,7;4;7,84;
251100 Pedra Branca;6;6;18357,52;13511,51;-;-;4846,01;-;-;3059,59;3059,59;25;4,2;-;-;
251110 Pedra Lavrada;14;14;23045,28;18864,34;-;-;4180,94;-;-;1646,09;1646,09;73;5,2;-;-;
251120 Pedras de Fogo;65;65;88702,93;68452,62;-;-;20250,31;-;-;1364,66;1364,66;343;5,3;3;4,62;
251272 Pedro Régis;12;13;15722,12;13064,46;-;-;2657,66;-;-;1209,39;1310,18;79;6,6;3;25;
251130 Piancó;19;19;92013,2;77417,48;-;-;14595,72;-;-;4842,8;4842,8;150;7,9;1;5,26;
251140 Picuí;31;31;41984,97;31646,95;-;-;10338,02;-;-;1354,35;1354,35;107;3,5;-;-;
251150 Pilar;40;40;97960,85;80906,03;-;-;17054,82;-;-;2449,02;2449,02;200;5;2;5;
251160 Pilões;22;22;26215,73;19778,32;-;-;6437,41;-;-;1191,62;1191,62;114;5,2;1;4,55;
251170 Pilõezinhos;22;22;43929,15;37496,34;-;-;6432,81;-;-;1996,78;1996,78;200;9,1;1;4,55;
251180 Pirpirituba;30;30;62224,96;50495,23;-;-;11729,73;-;-;2074,17;2074,17;172;5,7;4;13,33;
251190 Pitimbu;46;47;53642,76;40549,95;-;-;13092,81;-;-;1141,34;1166,15;216;4,7;1;2,17;
251200 Pocinhos;47;49;110882,51;82196,7;-;-;28685,81;-;-;2262,91;2359,2;281;6;2;4,26;
251203 Poço Dantas;8;8;5176,78;4291;-;-;885,78;-;-;647,1;647,1;88;11;-;-;
251207 Poço de José de Moura;24;24;29579,25;22170,39;-;-;7408,86;-;-;1232,47;1232,47;110;4,6;2;8,33;
251210 Pombal;118;120;91845,91;68711,43;-;-;23134,48;-;-;765,38;778,36;624;5,3;15;12,71;
251220 Prata;4;4;1775,31;1100,56;-;-;674,75;-;-;443,83;443,83;6;1,5;-;-;
251230 Princesa Isabel;30;30;20445,86;15603,04;-;-;4842,82;-;-;681,53;681,53;108;3,6;-;-;
251240 Puxinanã;35;38;23952,68;19290,24;-;-;4662,44;-;-;630,33;684,36;173;4,9;-;-;
251250 Queimadas;132;137;288176,29;231504,47;-;-;56671,82;-;-;2103,48;2183,15;972;7,4;9;6,82;
251260 Quixabá;4;4;2667,24;2401,7;-;-;265,54;-;-;666,81;666,81;17;4,3;-;-;
251270 Remígio;42;45;58111,15;46592,93;-;-;11518,22;-;-;1291,36;1383,6;297;7,1;2;4,76;
251274 Riachão;17;17;33537,88;24652,63;-;-;8885,25;-;-;1972,82;1972,82;82;4,8;-;-;
251275 Riachão do Bacamarte;9;9;8108,07;6727,61;-;-;1380,46;-;-;900,9;900,9;38;4,2;-;-;
251276 Riachão do Poço;12;12;16626,54;13373,53;-;-;3253,01;-;-;1385,55;1385,55;74;6,2;2;16,67;
251278 Riacho de Santo Antônio;6;6;7228,64;5670,14;-;-;1558,5;-;-;1204,77;1204,77;48;8;-;-;
251280 Riacho dos Cavalos;15;15;21854,69;16157,54;-;-;5697,15;-;-;1456,98;1456,98;49;3,3;1;6,67;
251290 Rio Tinto;55;56;111348,79;90042,4;-;-;21306,39;-;-;1988,37;2024,52;309;5,6;13;23,64;
251300 Salgadinho;7;7;6505,79;4930,37;-;-;1575,42;-;-;929,4;929,4;49;7;-;-;
251310 Salgado de São Félix;19;19;20648,95;16450,73;-;-;4198,22;-;-;1086,79;1086,79;55;2,9;-;-;
251315 Santa Cecília;16;16;9889,7;7188,58;-;-;2701,12;-;-;618,11;618,11;54;3,4;1;6,25;
251320 Santa Cruz;11;11;28459,83;23544,15;-;-;4915,68;-;-;2587,26;2587,26;104;9,5;1;9,09;
251330 Santa Helena;12;12;6565,89;5053,89;-;-;1512;-;-;547,16;547,16;44;3,7;1;8,33;
251335 Santa Inês;4;4;1448,89;965,99;-;-;482,9;-;-;362,22;362,22;11;2,8;-;-;
251340 Santa Luzia;33;34;33152,25;25581,47;-;-;7570,78;-;-;975,07;1004,61;184;5,6;3;9,09;
251370 Santa Rita;467;469;802361,52;663472,41;-;-;138889,11;-;-;1710,79;1718,12;2955;6,3;37;7,92;
251380 Santa Teresinha;12;12;19162,86;14828,32;-;-;4334,54;-;-;1596,9;1596,9;69;5,8;-;-;
251350 Santana de Mangueira;6;6;3566,15;2890,63;-;-;675,52;-;-;594,36;594,36;28;4,7;-;-;
251360 Santana dos Garrotes;6;6;2663,48;1802,59;-;-;860,89;-;-;443,91;443,91;20;3,3;-;-;
251385 Santo André;9;10;6755,29;5387,12;-;-;1368,17;-;-;675,53;750,59;49;5,4;1;11,11;
251392 São Bentinho;9;9;17190,66;14506,75;-;-;2683,91;-;-;1910,07;1910,07;47;5,2;1;11,11;
251390 São Bento;79;80;101374,55;79168,14;-;-;22206,41;-;-;1267,18;1283,22;291;3,7;2;2,53;
251396 São Domingos;2;2;868,67;590,13;-;-;278,54;-;-;434,33;434,33;5;2,5;-;-;
251394 São Domingos do Cariri;6;6;4087,04;3312,19;-;-;774,85;-;-;681,17;681,17;25;4,2;-;-;
251398 São Francisco;7;7;9411,44;7683,46;-;-;1727,98;-;-;1344,49;1344,49;42;6;1;14,29;
251400 São João do Cariri;13;13;9925,41;8024,2;-;-;1901,21;-;-;763,49;763,49;63;4,8;1;7,69;
250070 São João do Rio do Peixe;46;46;39010,87;30197,88;-;409,79;8253,12;409,79;150,08;848,06;848,06;236;5,1;5;10,87;
251410 São João do Tigre;10;10;17940,3;14559,04;-;-;3381,26;-;-;1794,03;1794,03;38;3,8;1;10;
251420 São José da Lagoa Tapada;12;12;13155,99;10863,61;-;-;2292,38;-;-;1096,33;1096,33;87;7,3;1;8,33;
251430 São José de Caiana;4;4;3401,68;2447,04;-;-;954,64;-;-;850,42;850,42;26;6,5;-;-;
251440 São José de Espinharas;11;12;5666,81;4028,53;-;-;1638,28;-;-;472,23;515,16;32;2,9;-;-;
251450 São José de Piranhas;49;49;62882,85;48605,55;-;-;14277,3;-;-;1283,32;1283,32;271;5,5;4;8,16;
251455 São José de Princesa;2;2;1229,82;807,36;-;-;422,46;-;-;614,91;614,91;2;1;-;-;
251460 São José do Bonfim;8;8;4790,86;3190,8;-;-;1600,06;-;-;598,86;598,86;33;4,1;-;-;
